,pt_root_id,body_part_effector,body_part_sensory,cell_class,cell_function,cell_function_detailed,cell_sub_class,cell_type,fafb_783_cell_type,fafb_783_match_id,fanc_1116_cell_type,fanc_1116_match_id,flow,hemibrain_121_cell_type,hemibrain_121_match_id,hemilineage,manc_121_cell_type,manc_121_match_id,nerve,neuropeptide_verified,neurotransmitter_predicted,neurotransmitter_verified,other_names,peripheral_target_type,region,side,super_class,pt_position,surf_area_um2
2749,720575941545488901,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN19A061,,,,,intrinsic,,,19A,IN19A061,id:17222,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[108400 149920   4107],4621.948416
2750,720575941545503749,,front_leg,chordotonal_organ_neuron,proprioception,direction,front_leg_hook_chordotonal_organ_neuron,SNpp39,,,,,afferent,,,,SNpp39,id:196644,right_prothoracic_leg_nerve,,gaba,acetylcholine,hook,chordotonal_organ,ventral_nerve_cord,right,sensory,,1076.494656
2751,720575941545555461,,,,proprioception,,ventral_nerve_cord_bilateral_restricted,IN19A098,,,,,intrinsic,,,19A,IN19A098,id:28449,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[156432 152288   4559],5885.050496
2752,720575941545818629,,,descending_neuron,,,,DNp13,DNp13,id:720575940625295339,,,intrinsic,DNp13,id:887195902,PSp2,DNp13,id:10819,,,acetylcholine,,,,neck_connective,right,descending,[112160  49280   4385],28073.284768
2753,720575941545915836,,,ascending_neuron,,,,ANXXX255,AN_GNG_162,id:720575940631922489,,,intrinsic,,,TBD,ANXXX255,id:16107,,,acetylcholine,,,,neck_connective,left,ascending,[154960 138096   2808],9857.578592
2754,720575941545991429,,,descending_neuron,,,,DNp07,DNp07,id:720575940622550089,,,intrinsic,DNp07,id:1100404581,putative_primary,DNp07,id:11228,,,acetylcholine,acetylcholine,,,neck_connective,right,descending,[94960 52096  4101],21033.386304
2755,720575941546194364,,,descending_neuron,,,,DNge145,DNge145,id:720575940622728728,,,intrinsic,,,LB7,DNnt011,id:36579,,,acetylcholine,,,,neck_connective,right,descending,[90272 52752  1602],6268.406304
2756,720575941546203572,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A026,,,,,intrinsic,,,20A.22A,IN20A.22A026,id:20603,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[156464 160464   4521],3861.281632
2757,720575941546266036,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN21A038,,,,,intrinsic,,,21A,IN21A038,id:20291,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[156192 159200   4928],4174.01296
2758,720575941546388412,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN23B022,,,,,intrinsic,,,23B,IN23B022,id:16518,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[146304 158768   5061],4847.517984
2759,720575941546389940,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta32,,,,,afferent,,,,,,left_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,left,sensory,,872.541184
2760,720575941546391740,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN12B083,,,,,intrinsic,,,12B,IN12B083,id:27488,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[138880 171696   3135],3019.753248
2761,720575941546513001,,,descending_neuron,,,,DNp70,DNp70,id:720575940624349993,,,intrinsic,,,SMPpv2_ventral,DNp70,id:17244,,,acetylcholine,,,,neck_connective,left,descending,[153904  50144   4041],21497.427232
2762,720575941546602345,,,descending_neuron,,,,DNpe031,DNpe031,id:720575940634750871,,,intrinsic,,,putative_primary,DNxn187,id:14301,,,glutamate,,,,neck_connective,left,descending,[153360  55840   3173],17267.005472
2763,720575941546634428,,,descending_neuron,,,,DNp23,DNp23,id:720575940610472146,,,intrinsic,,,SMPpv2_dorsal,DNp23,id:27125,,,acetylcholine,,,,neck_connective,left,descending,[152752  48768   4166],17235.297936
2764,720575941546667452,,,descending_neuron,,,,DNp60,DNp60,id:720575940626859283,,,intrinsic,CL139,id:800920725,SMPpv2_dorsal,DNg45,id:18189,,,acetylcholine,,,,neck_connective,right,descending,[89520 47056  4257],10974.511248
2765,720575941546749473,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A026,,,,,intrinsic,,,20A.22A,IN20A.22A026,id:20785,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[156576 160960   4425],3334.304784
2766,720575941546756385,,,,,,ventral_nerve_cord_bilateral_restricted,IN16B056,,,,,intrinsic,,,16B,IN16B056,id:156783,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[138368 137648   2763],3255.392592
2767,720575941546819617,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A089,,,,,intrinsic,,,20A.22A,IN20A.22A089,id:32451,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[156928 155408   4565],1509.82384
2768,720575941546827553,,,,,,ventral_nerve_cord_contralateral_restricted,IN01A074,,,,,intrinsic,,,01A,IN01A074,id:22621,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[134688 146832   3019],2076.739712
2769,720575941546829601,,,ascending_neuron,,,,AN07B052,,,,,intrinsic,,,07B,AN07B052,id:23543,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending,[142608 141952   2558],5967.132896
2770,720575941546902633,,front_leg,hair_plate_neuron,proprioception,joint_angle,front_leg_hair_plate_neuron,SNpp45,,,,,afferent,,,,SNpp45,id:172221,right_prothoracic_leg_nerve,,gaba,,,hair_plate,ventral_nerve_cord,right,sensory,,2623.998032
2771,720575941546962721,,front_leg,chordotonal_organ_neuron,proprioception,direction,front_leg_hook_chordotonal_organ_neuron,SNpp41,,,,id:1378,afferent,,,,SNpp41,id:46406,left_prothoracic_leg_nerve,,gaba,acetylcholine,hook,chordotonal_organ,ventral_nerve_cord,left,sensory,,1831.838992
2772,720575941546970292,,,descending_neuron,,,,DNp16,DNp16,id:720575940613748689,,,intrinsic,,,PSp2,DNp16,id:26391,,,acetylcholine,,,,neck_connective,right,descending,[119184  50128   4369],4782.259968
2773,720575941547044980,,,ascending_neuron,,,,AN07B052,SA_DMT_DMetaN_8,id:720575940617492939,,,intrinsic,,,07B,AN07B052,id:17858,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending,[124560 142016   1991],6065.119424
2774,720575941547048052,,,ascending_neuron,,,,AN07B071,AN_GNG_172,id:720575940629473067,,,intrinsic,,,07B,AN07B071,id:159203,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending,[125440 142640   2053],4371.949296
2775,720575941547158196,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN08A030,,,,,intrinsic,,,08A,IN08A030,id:27122,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[142128 137584   2783],2644.259456
2776,720575941547162292,,,,,,ventral_nerve_cord_bilateral_interconnecting,INXXX104,,,,,intrinsic,,,TBD,INXXX104,id:12346,,,acetylcholine,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[113328 191120   5777],6604.109648
2777,720575941547175092,,,ascending_neuron,,,,AN19B051,AN_4_None,id:720575940621481450,,,intrinsic,,,19B,AN19B051,id:153808,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending,[ 93328 235856   5812],4430.338864
2778,720575941547176884,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN06B006,,,,,intrinsic,,,06B,IN06B006,id:10923,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[137616 168224   2928],12426.981984
2779,720575941547187080,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN17A017,,,,,intrinsic,,,17A,IN17A017,id:11850,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[117888 140672   2631],11331.136432
2780,720575941547187848,,,,,,ventral_nerve_cord_bilateral_restricted,IN04B019,,,,,intrinsic,,,04B,IN04B019,id:16179,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[131856 163472   2007],3763.172592
2781,720575941547226248,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN06A008,,,,,intrinsic,,,06A,IN06A008,id:12573,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[147264 168736   3322],9741.292448
2782,720575941547239229,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A049,,,,,intrinsic,,,20A.22A,IN20A.22A049,id:25082,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[156640 158992   4145],2793.784272
2783,720575941547285620,,,,,,ventral_nerve_cord_bilateral_restricted,IN01A078,,,,,intrinsic,,,01A,IN01A078,id:155809,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[129856 135616   2173],2338.632192
2784,720575941547294013,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN11A010,,,,,intrinsic,,,11A,IN11A010,id:16011,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[107472 155616   4639],5212.607664
2785,720575941547317940,,,descending_neuron,,,,DNge032,DNge032,id:720575940631508598,,,intrinsic,,,MD3,DNxl108,id:12915,,,acetylcholine,,,,neck_connective,right,descending,[95504 38464   962],17101.195056
2786,720575941547330877,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN21A018,,,,,intrinsic,,,21A,,,,,acetylcholine,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[106832 153488   4125],9710.163328
2787,720575941547331389,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN01B069,,,,,intrinsic,,,01B,IN01B069,id:28904,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[113520 158736   1562],1866.949392
2788,720575941547331444,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN13B018,,,,,intrinsic,,,13B,,,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[136336 145296   2011],3889.372704
2789,720575941547337789,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN13A038,,,,,intrinsic,,,13A,,,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[152896 138400   2691],3063.05712
2790,720575941547393825,front_leg,,leg_motor_neuron,leg_motor,flex_femur_tibia_joint,front_leg_motor_neuron,tibia_flexor,,,,,efferent,,,15B,Ti flexor MN,id:13283,right_prothoracic_leg_nerve,,acetylcholine,glutamate,,tibia_flexor_muscle,ventral_nerve_cord,right,motor,[123728 137696   2125],15332.055568
2791,720575941547411817,,,descending_neuron,,,,DNpe054,DNpe054,id:720575940632379071,,,intrinsic,,,,,,,,acetylcholine,,,,neck_connective,right,descending,[119408  50864   4323],2642.25096
2792,720575941547473268,,,descending_neuron,,,,DNg12_a,DNg12_a,id:720575940625872688,,,intrinsic,,,MX12,DNnt008,id:27396,,,acetylcholine,,MX12_L_6,,neck_connective,left,descending,[142224  40992    742],5213.530768
2793,720575941547718461,,,descending_neuron,,,,DNg18_b,DNg18_b,id:720575940620632369,,,intrinsic,,,LB6,DNxn106,id:33663,,,gaba,,,,neck_connective,left,descending,[151856  54192   1884],3522.283424
2794,720575941547763060,,,descending_neuron,,,,DNge061,DNge061,id:720575940618863553,,,intrinsic,,,,DNfl037,id:19864,,,acetylcholine,,"synapseless descending,XD",,ventral_nerve_cord,left,descending,[145104  59248   1801],5703.11168
2795,720575941547841853,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN01A079,,,,,intrinsic,,,01A,IN01A079,id:29310,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[134000 134256   2532],1940.918304
2796,720575941547892084,,,,,,ventral_nerve_cord_contralateral_restricted,IN13B068,,,,,intrinsic,,,13B,IN13B068,id:21175,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[131600 144880   1933],3643.224688
2797,720575941547899764,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN16B041,,,,,intrinsic,,,16B,IN16B041,id:16894,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[148560 139856   2636],8457.813296
2798,720575941547938952,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A046,,,,,intrinsic,,,03A,IN03A046,id:158513,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[106352 161968   3383],2829.495152
2799,720575941547953076,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN02A029,,,,,intrinsic,,,02A,IN02A029,id:20571,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[132704 146752   2051],1954.67568
2800,720575941548066184,,,descending_neuron,,,,DNge073,DNge073,id:720575940634560922,,,intrinsic,,,putative_primary,DNxl129,id:11019,,,acetylcholine,,,,neck_connective,left,descending,[149504  57760   2275],25253.563072
2801,720575941548069256,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN12B044,,,,,intrinsic,,,12B,IN12B044,id:20147,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[130336 187744   3097],3664.734848
2802,720575941548082568,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN16B042,,,,,intrinsic,,,16B,IN16B042,id:15452,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[143184 138432   2792],7429.234128
2803,720575941548170120,,,descending_neuron,,,,DNde007,DNde007,id:720575940624459907,,,intrinsic,,,putative_primary,DNxl094,id:16053,,,glutamate,,,,neck_connective,midline,descending,[121648  13712   3891],10804.352432
2804,720575941548225928,,,ascending_neuron,,,,AN09B026,,,,,intrinsic,,,09B,AN09B026,id:13346,,,acetylcholine,,,,neck_connective,left,ascending,[148336 171248   4540],12801.115536
2805,720575941548238004,,,descending_neuron,,,,DNge036,DNge036,id:720575940632486969,,,intrinsic,,,putative_primary,DNfl042,id:19266,,,acetylcholine,,,,neck_connective,left,descending,[156208  46544   1824],26721.084704
2806,720575941548276404,,,ascending_neuron,,,,AN07B011,AN_GNG_143,id:720575940633791599,,,intrinsic,,,07B,AN07B011,id:11409,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending,[119376 166992   3040],18357.409344
2807,720575941548378804,,,descending_neuron,,,,DNpe005,DNpe005,id:720575940613915823,,,intrinsic,,,putative_primary,DNxn101,id:16197,,,acetylcholine,,,,neck_connective,right,descending,[92976 50960  4053],17782.633744
2808,720575941548409377,,,descending_neuron,,,,DNpe018,DNpe018,id:720575940608877266,,,intrinsic,,,PSp2,DNxn128,id:45488,,,acetylcholine,,,,neck_connective,right,descending,[117008  51056   4244],2764.873824
2809,720575941548439841,,,sequential_leg_neuromeres,proprioception,,ventral_nerve_cord_contralateral_interconnecting,IN01A007,,,,,intrinsic,,,01A,IN01A007,id:10039,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[128464 145312   2474],9768.901024
2810,720575941548447521,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN19A011,,,,,intrinsic,,,19A,IN19A011,id:101794,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[142208 138448   3376],24337.102656
2811,720575941548470561,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta34,,,,,afferent,,,,SNta34,id:51045,right_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,right,sensory,,
2812,720575941548509985,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta38,,,,,afferent,,,,SNta38,id:175504,left_prothoracic_leg_nerve,,gaba,,,bristle,ventral_nerve_cord,left,sensory,,435.035792
2813,720575941548515105,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN09A074,,,,,intrinsic,,,09A,IN09A074,id:100347,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[139040 143280   2906],3206.274736
2814,720575941548546696,front_leg,,leg_motor_neuron,leg_motor,move_coxa_posterior_lateral,front_leg_motor_neuron,pleural_remotor_and_abductor,,,,,efferent,,,,,,left_prothoracic_accessory_nerve,,gaba,,Pleural remotor abductor MN,pleural_remotor_and_abductor_muscle,ventral_nerve_cord,left,motor,[144112 138032   2681],11811.880912
2815,720575941548593953,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN08A007,,,,,intrinsic,,,08A,IN08A007,id:12099,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[121040 136464   2378],12122.089792
2816,720575941548728968,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A005,,,,,intrinsic,,,20A.22A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[156256 156928   4527],8285.850544
2817,720575941548733064,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN21A018,,,,,intrinsic,,,21A,IN21A018,id:12135,,,acetylcholine,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[155072 156192   4770],11523.621088
2818,720575941548878728,,,descending_neuron,,,,DNp47,DNp47,id:720575940615251251,,,intrinsic,,,putative_primary,DNp47,id:13226,,,acetylcholine,,,,neck_connective,left,descending,[147744  54368   3806],21096.378576
2819,720575941548886900,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN01B056,,,,,intrinsic,,,01B,IN01B056,id:24482,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[158768 144816   2657],3309.88808
2820,720575941548912445,,,,,,ventral_nerve_cord_bilateral_restricted,IN14B013,,,,,intrinsic,,,14B,IN14B013,id:13633,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[140768 141472   2405],4535.490096
2821,720575941548923965,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN17A052,,,,,intrinsic,,,17A,IN17A052,id:14803,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[143344 139312   3045],7811.406128
2822,720575941548965492,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN21A046,,,,,intrinsic,,,21A,,,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[154672 164032   5507],3742.947776
2823,720575941549002612,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A029,,,,,intrinsic,,,20A.22A,IN20A.22A029,id:13800,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[155888 155648   4483],4327.399312
2824,720575941549009663,front_leg,,leg_motor_neuron,leg_motor,move_coxa_posterior,front_leg_motor_neuron,sternal_posterior_rotator,,,,,efferent,,,03A,,,left_prothoracic_accessory_nerve,,gaba,,,sternal_posterior_rotator_muscle,ventral_nerve_cord,left,motor,[152704 158352   4578],8088.658592
2825,720575941549014900,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta44,,,,,afferent,,,,SNta44,id:46538,left_prothoracic_leg_nerve,,gaba,,,bristle,ventral_nerve_cord,left,sensory,,
2826,720575941549018228,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN13B093,,,,,intrinsic,,,13B,IN13B093,id:20036,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[135040 151360   1895],2243.809696
2827,720575941549022497,,,descending_neuron,,,,DNpe054,DNpe054,id:720575940642411917,,,intrinsic,,,PSp2,DNut042,id:32431,,,acetylcholine,,,,neck_connective,left,descending,[124320  51264   4345],3211.763552
2828,720575941549124724,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta32,,,,,afferent,,,,,,right_prothoracic_leg_nerve,,gaba,,,bristle,ventral_nerve_cord,right,sensory,,765.017856
2829,720575941549133823,,,ventral_nerve_cord_dorsal,,,ventral_nerve_cord_bilateral_interconnecting,IN00A041,,,,,intrinsic,,,00A,IN00A041,id:20361,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[132576 167984   2917],4169.979376
2830,720575941549144968,,,descending_neuron,,,,DNp69,DNp69,id:720575940641173632,,,intrinsic,,,SMPpv2_ventral,DNp69,id:11743,,,acetylcholine,,,,neck_connective,left,descending,[158288  51984   3836],25178.34976
2831,720575941549156980,,,descending_neuron,,,,DNg02_b,DNg02_b,id:720575940617498507,,,intrinsic,,,LB12,DNg02,id:24845,,,acetylcholine,acetylcholine,,,neck_connective,right,descending,[91760 58448  1931],4962.221232
2832,720575941549165823,,,,proprioception,,ventral_nerve_cord_bilateral_interconnecting,nCHIN,,,,,intrinsic,,,08B,IN08B070,id:19505,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[100912 220096   3934],3711.650544
2833,720575941549224703,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN09A080,,,,,intrinsic,,,09A,,,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[142624 138080   3035],2080.00232
2834,720575941549394292,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN21A003,,,,,intrinsic,,,21A,IN21A003,id:11134,,,glutamate,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[104544 158272   3563],16079.186064
